KEY,English
CHAPTER1_TITLE,Chapter 1. The Beginning of the Journey
CHAPTER2_TITLE,Chapter 2. Succession
CHAPTER3_TITLE,Chapter 3. Where the Blade Aims
CHAPTER4_TITLE,Chapter 4. Encroaching Darkness
CHAPTER5_TITLE,Chapter 5. The Queen in the Fog
CHAPTER6_TITLE,Chapter 6. Gilded Darkness
CHAPTER7_TITLE,Chapter 7. The Road of Light
CHAPTER8_TITLE,Chapter 8. Infernal Gate
CHAPTER9_TITLE,Chapter 9. Pandemonium
CHAPTER95_TITLE,The Final Chapter
CHAPTER1_BACKGROUND,King's Plains
CHAPTER2_BACKGROUND,Elidora Forest
CHAPTER3_BACKGROUND,Ogria Mountain
CHAPTER4_BACKGROUND,Galluah Plains
CHAPTER5_BACKGROUND,Arrovina Shore
CHAPTER6_BACKGROUND,Aegina Desert 
MAP_LAMUS_PLAIN,King's Plains
MAP_ELLIDORA_FOREST,Elidora Forest
MAP_KRAD_MOUNTAIN,Ogria Mountain
MAP_KRAD_FOREST,Galluah Plains
MAP_SICRAKAM_PLAIN,Arrovina Shore
MAP_HALLA_DESERT,Aegina Desert
MAP_BALLUTUA_SNOW_MOUNTAIN,Windland Snow Mountain
MAP_DIZARSTOM_VOLCANO,Dragia Volcano
MAP_GARGOSS_SWAMP,Swamps of Gargoss
MAP_Mysterious_Ruins,Mystery Ruins
MAP_ Realm_Empire,Empire
MAP_ OrvelianCapital_ Orvel,Orvel
MAP_ LandofDeath_Galua,"Galluah, Land of Death"
MAP_Border,Border
MAP_Border_Outskirts,Border Outskirts
MAP_Imperial_Office,Imperial Office
MAP_Present,Present
MAP_Past,Past
TITLE_DARKNESS,Darkness of
HERO_GROUP_1,Cleo & Roi
HERO_GROUP_2,Party
HERO_GROUP_3,Luna & May
HERO_GROUP_4,Luna & Yanne
HERO_GROUP_5,Aisha & Artemia
HERO_GROUP_6,Soldier 1 & 2
HERO_GROUP_7,Orc Unit
HERO_GROUP_8,Epis & Jane
HERO_GROUP_9,Half Breed
HERO_GROUP_10,Succubus
HERO_GROUP_11,Theo&???
HERO_GROUP_12,Shamilla
HERO_GROUP_13,Ezekiel & Viska
HERO_GROUP_14,Test subject
HERO_GROUP_15,Demia & Clause
HERO_GROUP_16,Rodina & Luna
HERO_GROUP_17,Requina & Mediana
HERO_GROUP_18,Aselica & Arch
HERO_GROUP_19,Miruru & Lakrak
HERO_GROUP_20,Dimael & Ezekiel
HERO_GROUP_21,Dimael & Selene
HERO_GROUP_22,Rephy & Oddy
HERO_GROUP_23,Dark Knights
